,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
1292,1292,20,0.371899992,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['quadratic', 'time', 'use', 'elementary_operation', 'process', 'aninput', 'size', 'likely', 'number', 'elementary_operation', 'if', 'give', 'input', 'size']","A quadratic time algorithm uses 50 elementary operations to process aninput of size 10. What is the most likely number of elementary operations it will use if given an input of size 10,000?
"
1293,1293,32,0.282299995,"start, could, dijkstra, buffer, page, twice, overwrite, circular, nodestraverse, nodetraverse","['consider', 'dijkstra', 'find', 'short', 'path', 'node', 'start', 'node', 'follow', 'ordering', 'node', 'could', 'use', 'dijkstra', 'short', 'path', 'start', 'start', 'start', 'end', 'startend', 'start', 'end', 'start', 'end', 'none']","Consider graph F. Assume that we use Dijkstra's algorithm to find shortest paths from node START to any other node in F. Which of the following orderings on the nodes of F could be used by Dijkstra's algorithm to compute the shortest paths that start at START?
"
1294,1294,23,0.243000001,"hash, table, bucket, open, insert, close, key, function, slot, closed","['if', 'open', 'hash', 'table', 'key', 'insert', 'bucket', 'average', 'number', 'step', 'take', 'find', 'element', 'table']","If we have an open hash table with 10 keys inserted and 20 buckets, what is the average number of steps taken to find an element in the table?
"
1295,1295,25,0.154300004,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['bad', 'case', 'time', 'complexity', 'insert', 'node', 'doubly', 'link', 'list']","What is the worst case time complexity of inserting a node in a doubly linked list?
"
1296,1296,17,0.26820001,"right, leave, node, process, sub, current, subtree, describe, differ, left","['main', 'property', 'binary', 'search', 'tree', 'node', 'child', 'node', 'node', 'leave', 'sub', 'tree', 'must', 'less', 'node', 'value', 'node', 'node', 'right', 'sub', 'tree', 'must', 'great', 'node', 'value', 'node', 'node', 'leave', 'sub', 'tree', 'must', 'great', 'node', 'value', 'node', 'node', 'right', 'sub', 'tree', 'must', 'less', 'node', 'value', 'average', 'runtime', 'bst', 'search', 'insertion']","A main property of a Binary search tree is
"
1297,1297,2,0.334800005,"tree, binary, node, avl, search, child, root, follow, height, leaf","['use', 'follow', 'binary', 'search', 'tree', 'sort', 'alphabetically', 'order', 'store', 'car', 'name', 'order', 'increase', 'name', 'efficiency', 'avl', 'tree', 'however', 'want', 'insert', 'datatherefore', 'choose', 'carry', 'rotation', 'get', 'valid', 'avl', 'minimun', 'number', 'rotation', 'must', 'carry', 'produce', 'valid', 'avl', 'tree', 'right', 'rotate', 'leave', 'leave', 'left', 'rotate', 'tree', 'already', 'valid', 'avl', 'tree', 'valid', 'avl', 'tree', 'can', 'make', 'use', 'datum']","Honda uses the following binary search tree (sorted alphabetically) in order to store their car names: Amaze / \Accord Jazz / Grace / \ Brio InsightIn order to increase naming efficiency, they wish to convert this into an AVL tree, however do not want to re-insert all of the data.Therefore they choose to carry out 'rotations' to get a valid AVL tree.What is the minimun number of each rotation that must be carried out to produce a valid AVL tree?
"
1298,1298,36,0.095299996,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['consider', 'list', 'if', 'begin', 'sort', 'list', 'order', 'low', 'high', 'value', 'use', 'selection', 'sort', 'order', 'element', 'first', 'swap']","Consider the list [420, 69, 80085, 21, 666, 1337].If you begin to sort the list so that it will be ordered from lowest to highest value using selection sort, what order will the elements be in after the first two swaps?
"
1299,1299,33,0.138899997,"task, cost, provide, car, location, dealership, factory, row, quickest, alphabetically","['give', 'list', 'unordere', 'unbounded', 'integer', 'task', 'find', 'small', 'value', 'present', 'list', 'method', 'provide', 'low', 'average', 'time', 'complexity', 'complete', 'task', 'sort', 'list', 'binary', 'search', 'sort', 'list', 'descending', 'order', 'take', 'last', 'element', 'list', 'construct', 'bst', 'find', 'small', 'element', 'simply', 'traverse', 'left', 'subtree', 'recursively', 'linear', 'search', 'ternary', 'search']","Given a list of unordered, unbounded, integers, and the task of finding the smallest value present in the list, what method provides the lowest average time complexity to complete the task?
"
1300,1300,36,0.202199996,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['consider', 'stable', 'algorithm', 'never', 'break', 'skip', 'element', 'already', 'sort', 'always', 'number', 'comparison', 'for', 'list', 'size', 'equal', 'term', 'stay', 'relative', 'position', 'sort', 'none']","What algorithm is considered a ""stable"" algorithm?
"
1301,1301,29,0.142299995,"for, time, complexity, search, runtime, function, none, follow, correct, give","['bad', 'case', 'performance', 'for', 'search', 'element', 'chain', 'hash', 'table', 'log']","What is the worst case performance for searching an element in a chained hash table?
"
1302,1302,36,0.295599997,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['imagine', 'scenario', 'need', 'sort', 'structure', 'contain', 'information', 'sort', 'would', 'best', 'case', 'quick', 'sort', 'sort', 'bubble', 'sort', 'tournament', 'sort']","Imagine a scenario where we need to sort 10,000 structures containing some information. Which sorting algorithm would be the best in this case?
"
1303,1303,0,0.357600003,"vertex, edge, graph, change, show, matrix, also, if, formula, name","['consider', 'follow', 'graph', 'multiply', 'resultant', 'represent', 'result', 'matrix', 'show', 'distance', 'graph', 'result', 'matrix', 'show', 'vertex', 'edge', 'result', 'transpose', 'triangular', 'matrix', 'graph', 'node', 'result', 'significance', 'graph', 'result', 'matrix', 'show', 'unreachable', 'vertex', 'vertex']","Consider the following graph and it's adjacency matrix M:When an adjacency matrix is multiplied by itself (i.e. M * M = ?) what does the resultant matrix represent?
"
1304,1304,2,0.499000013,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'statement', 'avl', 'tree', 'binary', 'tree', 'true', 'cost', 'search', 'binary', 'search', 'tree', 'log', 'avl', 'tree', 'cost', 'search', 'avl', 'tree', 'log', 'complete', 'binary', 'tree', 'log', 'cost', 'search', 'avl', 'tree', 'binary', 'search', 'tree', 'cost', 'search', 'avl', 'tree', 'binary', 'search', 'tree']","Which of the following statements about AVL trees and binary trees is true?
"
1305,1305,35,0.236699998,"int, if, for, while, return, follow, code, mean, sum, new","['suppose', 'algorithm', 'mean', 'if', 'say', 'asymptotically', 'efficient', 'always', 'better_choice', 'for', 'small', 'input', 'always', 'better_choice', 'for', 'large', 'input', 'always', 'better_choice', 'for', 'small', 'input', 'always', 'for']","Suppose we have two algorithms A and B.What does it mean if we say that A is asymptotically more efficient than B?
"
1306,1306,37,0.384299994,"remove, base, set, implementation, insert, may, allow, incorrect, entity, limited","['assume', 'runtime', 'complexity', 'insert', 'member', 'set', 'remove', 'member', 'also', 'set', 'base', 'link', 'list', 'datum', 'structure', 'multiset', 'set', 'allow', 'member', 'occur', 'would', 'runtime', 'complexity', 'insert', 'remove', 'member', 'multiset', 'base', 'implementation', 'define', 'insertion', 'complexity', 'removal', 'complexity', 'insertion', 'complexity', 'removal', 'complexity', 'insertion', 'complexity', 'removal', 'complexity', 'insertion', 'complexity', 'removal', 'complexity']","Assuming that the runtime complexity of inserting a member in a set ADT is O(n) and removing a member is also O(n) (Set is based on linked list data structure).A multiset is a set that allows members to occur more than once. What would the runtime complexities of inserting and removing members in a multiset be, based on the set implementation defined above?
"
1307,1307,52,0.085600004,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'link', 'list', 'sort', 'alphabetical', 'order', 'for', 'first', 'letter', 'say', 'sort', 'exactly', 'order']","The following is a linked list:AvocadoCorianderTomatoLimeChiliit is sorted into alphabetical order for the first letter :AvocadoCorianderChiliLimeTomatoWhat can be said about the sorting algorithm?
"
1308,1308,2,0.166899994,"tree, binary, node, avl, search, child, root, follow, height, leaf","['give', 'graph', 'adjacency', 'list', 'form', 'use', 'combination', 'datum', 'structure', 'algorithm', 'efficiently', 'find', 'short', 'distance', 'node', 'avl', 'tree', 'depth', 'first', 'search', 'boolean', 'array', 'depth', 'first', 'search', 'binary', 'search']","Given a graph in adjacency list form, using what combination of data structure and algorithm can we efficiently find the shortest distance between two nodes.
"
1309,1309,36,0.279399991,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sequentially', 'sort', 'for', 'decrease', 'value', 'final', 'sort', 'always', 'use', 'value', 'could', 'sorted', 'for', 'value', 'sort', 'selection', 'sort', 'insertion', 'sort', 'bubble', 'sort', 'bucket', 'sort']","In shellsort, an array is sequentially h-sorted for decreasing values of h, with the final sort always using an h value of 1 (eg an array could be sorted for h values of 8,4,2,1).What sorting algorithm does shellsort use when h = 1?
"
1310,1310,12,0.203799993,"choose, log, type, small, wrong, memory, requirement, meet, back, book","['classify', 'sort', 'algorithmit', 'follow', 'quality', 'stablecan', 'use', 'sort', 'link', 'listsrequire', 'slot', 'extra', 'memory', 'insertion', 'sort', 'quick', 'merge']","Classify this sorting algorithmIt has the following qualities:StableCan be used to sort linked listsRequires n slots of extra memory
"
1311,1311,36,0.381399989,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'unstable', 'insertion', 'sort', 'quick', 'sort', 'merge', 'sort', 'bubble', 'sort', 'none']","Which of these sorting algorithms is unstable?
"
1312,1312,29,0.062799998,"for, time, complexity, search, runtime, function, none, follow, correct, give","['calculate', 'for']","Calculate x for:
"
1313,1313,40,0.265700012,"number, find, take, step, item, average, many, give, second, if","['calculate', 'average', 'number', 'step', 'take', 'find', 'insert', 'item', 'closed', 'hash', 'table', 'number', 'key', 'number', 'bucket']","Calculate the average number of steps taken to find/insert an item into this closed hash table:Number of keys= 3500 Number of Buckets=15750
"
1314,1314,24,0.183599994,"value, balance, rotation, unbalanced, clockwise, become, dependant, occur, bst, insert","['take', 'balanced', 'bst', 'basisinsert', 'bst', 'forget', 'balance', 'insertion', 'if', 'necessarywe', 'print', 'tree', 'order']","Take this Balanced BST as a basis.Insert 30 and 31 in this BST, don't forget to balance it after each insertion if necessary.We print the tree in an In-order traversal way, what is the outcome ?
"
1315,1315,25,0.206400007,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['singly', 'link', 'list', 'without', 'tail', 'reference', 'time', 'complexity', 'add', 'element', 'end', 'list']","In a singly linked list without a tail reference, what is the time complexity of adding an element to the end of the list?
"
1316,1316,2,0.178800002,"tree, binary, node, avl, search, child, root, follow, height, leaf","['open', 'hash', 'table', 'type', 'datum', 'bucket', 'point', 'list', 'link', 'list', 'binary', 'search', 'tree', 'arraylist', 'avl', 'tree']","In an Open Hash Table, what type of data structure does each array bucket point to?
"
1317,1317,0,0.108199999,"vertex, edge, graph, change, show, matrix, also, if, formula, name","['dijkstra', 'algorithm', 'number', 'vertice', 'number', 'edge', 'ev']","What is the time complexity of Dijkstra's Algorithm? (v is the number of vertices, e is the number of edges)
"
1318,1318,7,0.195600003,"include, answer, expect, consist, lane, skiplist, cubic, program, sqrt, information","['list', 'consist', 'item', 'many', 'lane', 'present', 'answer', 'include']","A skip list consists of 64 items. How many lanes are present? (Answer should include lane 0)
"
1319,1319,0,0.0167,"vertex, edge, graph, change, show, matrix, also, if, formula, name",[],"What is 2^35 mod 7?
"
1320,1320,45,0.353899986,"secure, deprecate, protocol, ssl, security, transfer, socket, hypertext, layer, transport","['follow', 'protocol', 'deprecate', 'transport', 'layer', 'security', 'ssl', 'secure', 'socket', 'layer', 'hypertext', 'transfer', 'secure']","Which of the following protocols are now deprecated?
"
1321,1321,38,0.370499998,"datum, structure, data, space, implement, possible, memory, store, work, for","['developer', 'work', 'software', 'store', 'email', 'associate', 'digit', 'number', 'software', 'able', 'find', 'email', 'associate', 'give', 'quickly', 'data', 'structure', 'appropriate', 'store', 'close', 'link', 'list', 'sort']","A developer is working on a software that stores emails and the associated username which is a 6 digit number. The software has to be able to find the email associated with a given username quickly. Which data structure is most appropriate to store these?
"
